No.,Mid(100),Topic-M,T1,Topic-1,T2,Topic-2,T3,Topic-3,T4,Topic-4,T5,Topic-5,Tut (80),PCT (180),Comp(45),Comp(75),Comp(120),CT(300)
535,17,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,0,K&K 6,3,"A.P F 3,4",2,A.P F 5,27,44,12,5,17,61
536,3,"K&K 2,3,4,6",5,"K&K 2,3",0,K&K 4,7,K&K 6,12,"A.P F 3,4",15,A.P F 5,52,55,3,12,15,70
537,16,"K&K 2,3,4,6",1,"K&K 2,3",11,K&K 4,0,K&K 6,5,"A.P F 3,4",0,A.P F 5,23,39,13,11,24,63
538,34,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,2,K&K 6,1,"A.P F 3,4",0,A.P F 5,26,60,5,0,5,65
539,58,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,7,K&K 6,0,"A.P F 3,4",15,A.P F 5,56,114,23,18,41,155
540,49,"K&K 2,3,4,6",10,"K&K 2,3",13,K&K 4,15,K&K 6,15,"A.P F 3,4",13,A.P F 5,75,124,31,20,51,175
541,35,"K&K 2,3,4,6",2,"K&K 2,3",0,K&K 4,6,K&K 6,5,"A.P F 3,4",2,A.P F 5,20,55,14,9,23,78
542,16,"K&K 2,3,4,6",2,"K&K 2,3",1,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,4,20,15,11,26,46
543,6,"K&K 2,3,4,6",6,"K&K 2,3",1,K&K 4,10,K&K 6,0,"A.P F 3,4",1,A.P F 5,24,30,3,0,3,33
544,31,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,7,K&K 6,12,"A.P F 3,4",15,A.P F 5,66,97,8,4,12,109
545,25,"K&K 2,3,4,6",2,"K&K 2,3",9,K&K 4,15,K&K 6,8,"A.P F 3,4",15,A.P F 5,63,88,19,6,25,113
546,73,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,11,K&K 6,14,"A.P F 3,4",7,A.P F 5,67,140,27,15,42,182
547,69,"K&K 2,3,4,6",12,"K&K 2,3",14,K&K 4,8,K&K 6,15,"A.P F 3,4",15,A.P F 5,75,144,28,38,66,210
548,11,"K&K 2,3,4,6",0,"K&K 2,3",2,K&K 4,3,K&K 6,0,"A.P F 3,4",1,A.P F 5,8,19,5,0,5,24
549,16,"K&K 2,3,4,6",15,"K&K 2,3",12,K&K 4,15,K&K 6,4,"A.P F 3,4",9,A.P F 5,68,84,13,10,23,107
550,24,"K&K 2,3,4,6",5,"K&K 2,3",6,K&K 4,10,K&K 6,11,"A.P F 3,4",11,A.P F 5,51,75,4,4,8,83
551,2,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,2,3,0,3,5
552,17,"K&K 2,3,4,6",14,"K&K 2,3",5,K&K 4,8,K&K 6,4,"A.P F 3,4",15,A.P F 5,56,73,2,0,2,75
553,68,"K&K 2,3,4,6",11,"K&K 2,3",7,K&K 4,12,K&K 6,4,"A.P F 3,4",11,A.P F 5,55,123,22,3,25,148
554,2,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,2,5,3,8,10
555,87,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,14,K&K 6,15,"A.P F 3,4",0,A.P F 5,79,166,36,29,65,231
556,14,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,6,K&K 6,1,"A.P F 3,4",1,A.P F 5,36,50,15,7,22,72
557,10,"K&K 2,3,4,6",3,"K&K 2,3",10,K&K 4,12,K&K 6,3,"A.P F 3,4",2,A.P F 5,38,48,7,0,7,55
558,75,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,14,K&K 6,0,"A.P F 3,4",4,A.P F 5,64,139,26,8,34,173
559,53,"K&K 2,3,4,6",15,"K&K 2,3",11,K&K 4,11,K&K 6,12,"A.P F 3,4",11,A.P F 5,66,119,25,22,47,166
560,52,"K&K 2,3,4,6",14,"K&K 2,3",8,K&K 4,15,K&K 6,15,"A.P F 3,4",11,A.P F 5,74,126,18,0,18,144
561,2,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,5,"A.P F 3,4",0,A.P F 5,7,9,2,0,2,11
562,19,"K&K 2,3,4,6",8,"K&K 2,3",15,K&K 4,15,K&K 6,4,"A.P F 3,4",15,A.P F 5,71,90,9,0,9,99
563,40,"K&K 2,3,4,6",3,"K&K 2,3",15,K&K 4,0,K&K 6,15,"A.P F 3,4",12,A.P F 5,60,100,11,3,14,114
564,0,"K&K 2,3,4,6",0,"K&K 2,3",12,K&K 4,2,K&K 6,9,"A.P F 3,4",1,A.P F 5,32,32,0,0,0,32
565,58,"K&K 2,3,4,6",12,"K&K 2,3",13,K&K 4,7,K&K 6,15,"A.P F 3,4",15,A.P F 5,74,132,17,13,30,162
566,26,"K&K 2,3,4,6",1,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",6,A.P F 5,9,35,15,1,16,51
567,7,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,0,K&K 6,12,"A.P F 3,4",0,A.P F 5,43,50,0,0,0,50
568,57,"K&K 2,3,4,6",0,"K&K 2,3",5,K&K 4,15,K&K 6,15,"A.P F 3,4",12,A.P F 5,63,120,17,30,47,167
569,98,"K&K 2,3,4,6",15,"K&K 2,3",14,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,79,177,44,30,74,251
570,41,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,8,K&K 6,0,"A.P F 3,4",15,A.P F 5,58,99,14,6,20,119
571,0,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,0,0,0,0,0
572,15,"K&K 2,3,4,6",4,"K&K 2,3",9,K&K 4,15,K&K 6,13,"A.P F 3,4",11,A.P F 5,64,79,17,12,29,108
573,22,"K&K 2,3,4,6",6,"K&K 2,3",12,K&K 4,9,K&K 6,11,"A.P F 3,4",1,A.P F 5,51,73,10,2,12,85
574,93,"K&K 2,3,4,6",12,"K&K 2,3",14,K&K 4,11,K&K 6,15,"A.P F 3,4",6,A.P F 5,70,163,21,16,37,200
575,45,"K&K 2,3,4,6",12,"K&K 2,3",13,K&K 4,12,K&K 6,15,"A.P F 3,4",12,A.P F 5,70,115,13,12,25,140
576,14,"K&K 2,3,4,6",1,"K&K 2,3",1,K&K 4,2,K&K 6,0,"A.P F 3,4",3,A.P F 5,10,24,3,1,4,28
577,38,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",10,A.P F 5,54,92,9,9,18,110
578,30,"K&K 2,3,4,6",10,"K&K 2,3",9,K&K 4,3,K&K 6,6,"A.P F 3,4",3,A.P F 5,38,68,6,5,11,79
579,12,"K&K 2,3,4,6",4,"K&K 2,3",4,K&K 4,10,K&K 6,11,"A.P F 3,4",12,A.P F 5,50,62,13,3,16,78
580,34,"K&K 2,3,4,6",1,"K&K 2,3",11,K&K 4,4,K&K 6,4,"A.P F 3,4",11,A.P F 5,40,74,16,3,19,93
581,23,"K&K 2,3,4,6",15,"K&K 2,3",7,K&K 4,12,K&K 6,1,"A.P F 3,4",9,A.P F 5,58,81,8,0,8,89
582,86,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,15,K&K 6,11,"A.P F 3,4",15,A.P F 5,75,161,21,11,32,193
583,73,"K&K 2,3,4,6",11,"K&K 2,3",15,K&K 4,15,K&K 6,4,"A.P F 3,4",1,A.P F 5,60,133,29,23,52,185
584,0,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,0,0,0,0,0
585,19,"K&K 2,3,4,6",1,"K&K 2,3",13,K&K 4,0,K&K 6,2,"A.P F 3,4",0,A.P F 5,22,41,15,2,17,58
586,21,"K&K 2,3,4,6",9,"K&K 2,3",9,K&K 4,0,K&K 6,4,"A.P F 3,4",10,A.P F 5,42,63,6,6,12,75
587,26,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,15,K&K 6,1,"A.P F 3,4",15,A.P F 5,76,102,13,9,22,124
588,19,"K&K 2,3,4,6",1,"K&K 2,3",0,K&K 4,0,K&K 6,4,"A.P F 3,4",0,A.P F 5,6,25,0,2,2,27
589,5,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",5,A.P F 5,67,72,2,3,5,77
590,13,"K&K 2,3,4,6",10,"K&K 2,3",1,K&K 4,4,K&K 6,4,"A.P F 3,4",1,A.P F 5,26,39,0,0,0,39
591,18,"K&K 2,3,4,6",4,"K&K 2,3",12,K&K 4,12,K&K 6,9,"A.P F 3,4",12,A.P F 5,60,78,6,5,11,89
592,43,"K&K 2,3,4,6",13,"K&K 2,3",10,K&K 4,4,K&K 6,0,"A.P F 3,4",0,A.P F 5,35,78,6,4,10,88
593,56,"K&K 2,3,4,6",0,"K&K 2,3",9,K&K 4,15,K&K 6,15,"A.P F 3,4",13,A.P F 5,70,126,22,5,27,153
594,24,"K&K 2,3,4,6",7,"K&K 2,3",10,K&K 4,0,K&K 6,0,"A.P F 3,4",3,A.P F 5,27,51,0,16,16,67
595,29,"K&K 2,3,4,6",3,"K&K 2,3",15,K&K 4,10,K&K 6,10,"A.P F 3,4",10,A.P F 5,60,89,4,4,8,97
596,8,"K&K 2,3,4,6",0,"K&K 2,3",3,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,4,12,1,1,2,14
597,29,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,15,K&K 6,5,"A.P F 3,4",15,A.P F 5,47,76,0,3,3,79
598,30,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,15,K&K 6,8,"A.P F 3,4",0,A.P F 5,52,82,5,4,9,91
599,26,"K&K 2,3,4,6",1,"K&K 2,3",3,K&K 4,0,K&K 6,7,"A.P F 3,4",4,A.P F 5,20,46,0,2,2,48
600,32,"K&K 2,3,4,6",4,"K&K 2,3",8,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,71,103,5,8,13,116
601,31,"K&K 2,3,4,6",4,"K&K 2,3",3,K&K 4,10,K&K 6,15,"A.P F 3,4",13,A.P F 5,56,87,6,27,33,120
602,12,"K&K 2,3,4,6",0,"K&K 2,3",9,K&K 4,2,K&K 6,0,"A.P F 3,4",5,A.P F 5,22,34,0,0,0,34
603,36,"K&K 2,3,4,6",4,"K&K 2,3",15,K&K 4,6,K&K 6,15,"A.P F 3,4",11,A.P F 5,63,99,6,13,19,118
604,27,"K&K 2,3,4,6",0,"K&K 2,3",7,K&K 4,0,K&K 6,0,"A.P F 3,4",5,A.P F 5,16,43,0,3,3,46
605,25,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,15,K&K 6,1,"A.P F 3,4",2,A.P F 5,44,69,8,7,14,83
606,29,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,0,K&K 6,7,"A.P F 3,4",15,A.P F 5,56,85,3,11,14,99
607,30,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,10,K&K 6,11,"A.P F 3,4",5,A.P F 5,35,65,2,9,11,76
608,33,"K&K 2,3,4,6",5,"K&K 2,3",0,K&K 4,2,K&K 6,0,"A.P F 3,4",6,A.P F 5,18,51,4,4,8,59
609,23,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,15,K&K 6,3,"A.P F 3,4",1,A.P F 5,46,69,4,11,15,84
610,47,"K&K 2,3,4,6",8,"K&K 2,3",15,K&K 4,2,K&K 6,13,"A.P F 3,4",15,A.P F 5,68,115,11,13,24,139
611,27,"K&K 2,3,4,6",2,"K&K 2,3",14,K&K 4,15,K&K 6,15,"A.P F 3,4",9,A.P F 5,71,98,2,17,19,117
612,2,"K&K 2,3,4,6",3,"K&K 2,3",0,K&K 4,0,K&K 6,7,"A.P F 3,4",1,A.P F 5,15,17,0,1,1,18
613,47,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",7,A.P F 5,70,117,13,6,18,135
614,29,"K&K 2,3,4,6",1,"K&K 2,3",0,K&K 4,12,K&K 6,1,"A.P F 3,4",9,A.P F 5,31,60,18,20,38,98
615,22,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,0,K&K 6,11,"A.P F 3,4",15,A.P F 5,75,97,0,19,19,116
616,40,"K&K 2,3,4,6",0,"K&K 2,3",8,K&K 4,3,K&K 6,4,"A.P F 3,4",0,A.P F 5,20,60,0,12,12,72
617,23,"K&K 2,3,4,6",0,"K&K 2,3",10,K&K 4,15,K&K 6,11,"A.P F 3,4",4,A.P F 5,53,76,4,1,5,81
618,22,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,5,"A.P F 3,4",2,A.P F 5,50,72,8,11,19,91
619,31,"K&K 2,3,4,6",10,"K&K 2,3",4,K&K 4,13,K&K 6,6,"A.P F 3,4",10,A.P F 5,52,83,12,9,21,104
620,37,"K&K 2,3,4,6",1,"K&K 2,3",12,K&K 4,15,K&K 6,10,"A.P F 3,4",4,A.P F 5,55,92,7,5,11,103
621,40,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,14,"A.P F 3,4",15,A.P F 5,80,120,24,46,70,190
622,30,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",11,A.P F 5,75,105,10,12,22,127
623,30,"K&K 2,3,4,6",10,"K&K 2,3",0,K&K 4,8,K&K 6,15,"A.P F 3,4",0,A.P F 5,44,74,1,5,6,80
624,35,"K&K 2,3,4,6",5,"K&K 2,3",0,K&K 4,2,K&K 6,10,"A.P F 3,4",3,A.P F 5,27,62,3,1,4,66
625,23,"K&K 2,3,4,6",5,"K&K 2,3",9,K&K 4,1,K&K 6,0,"A.P F 3,4",6,A.P F 5,28,51,3,3,6,57
626,38,"K&K 2,3,4,6",0,"K&K 2,3",14,K&K 4,0,K&K 6,0,"A.P F 3,4",4,A.P F 5,24,62,1,13,14,76
627,28,"K&K 2,3,4,6",1,"K&K 2,3",2,K&K 4,2,K&K 6,2,"A.P F 3,4",13,A.P F 5,26,54,1,11,12,66
628,32,"K&K 2,3,4,6",0,"K&K 2,3",7,K&K 4,1,K&K 6,11,"A.P F 3,4",7,A.P F 5,35,67,7,0,7,74
629,29,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,15,K&K 6,5,"A.P F 3,4",15,A.P F 5,67,96,6,26,32,128
630,34,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,10,K&K 6,15,"A.P F 3,4",8,A.P F 5,74,108,15,15,30,138
631,21,"K&K 2,3,4,6",5,"K&K 2,3",2,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,67,88,7,7,14,102
632,23,"K&K 2,3,4,6",0,"K&K 2,3",4,K&K 4,10,K&K 6,0,"A.P F 3,4",10,A.P F 5,32,55,11,1,12,67
633,41,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,12,K&K 6,13,"A.P F 3,4",11,A.P F 5,68,109,12,5,17,126
634,23,"K&K 2,3,4,6",15,"K&K 2,3",3,K&K 4,2,K&K 6,1,"A.P F 3,4",6,A.P F 5,35,58,0,7,7,65
635,0,"K&K 2,3,4,6",3,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,4,4,0,0,0,4
636,44,"K&K 2,3,4,6",5,"K&K 2,3",0,K&K 4,4,K&K 6,8,"A.P F 3,4",0,A.P F 5,23,67,8,4,12,79
637,35,"K&K 2,3,4,6",0,"K&K 2,3",12,K&K 4,15,K&K 6,12,"A.P F 3,4",10,A.P F 5,66,101,12,2,14,115
638,20,"K&K 2,3,4,6",11,"K&K 2,3",0,K&K 4,0,K&K 6,2,"A.P F 3,4",3,A.P F 5,22,42,2,4,6,48
639,12,"K&K 2,3,4,6",0,"K&K 2,3",2,K&K 4,0,K&K 6,3,"A.P F 3,4",2,A.P F 5,10,22,5,0,5,27
640,29,"K&K 2,3,4,6",1,"K&K 2,3",7,K&K 4,0,K&K 6,1,"A.P F 3,4",0,A.P F 5,12,41,1,11,12,53
641,28,"K&K 2,3,4,6",1,"K&K 2,3",10,K&K 4,2,K&K 6,9,"A.P F 3,4",5,A.P F 5,35,63,1,23,24,87
642,10,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,15,K&K 6,0,"A.P F 3,4",8,A.P F 5,31,41,5,4,9,50
643,21,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,2,K&K 6,1,"A.P F 3,4",15,A.P F 5,44,65,0,15,15,80
644,41,"K&K 2,3,4,6",8,"K&K 2,3",15,K&K 4,5,K&K 6,12,"A.P F 3,4",15,A.P F 5,67,108,5,11,16,124
645,18,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,8,K&K 6,0,"A.P F 3,4",0,A.P F 5,38,56,3,7,10,66
646,29,"K&K 2,3,4,6",1,"K&K 2,3",5,K&K 4,1,K&K 6,7,"A.P F 3,4",7,A.P F 5,27,56,6,13,19,75
647,22,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,5,"A.P F 3,4",5,A.P F 5,14,36,2,0,2,38
648,4,"K&K 2,3,4,6",1,"K&K 2,3",1,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,3,7,2,1,3,10
649,22,"K&K 2,3,4,6",0,"K&K 2,3",2,K&K 4,0,K&K 6,6,"A.P F 3,4",0,A.P F 5,11,33,3,3,6,39
650,44,"K&K 2,3,4,6",3,"K&K 2,3",15,K&K 4,8,K&K 6,12,"A.P F 3,4",15,A.P F 5,67,111,14,11,25,136
651,17,"K&K 2,3,4,6",1,"K&K 2,3",8,K&K 4,0,K&K 6,5,"A.P F 3,4",15,A.P F 5,39,56,5,9,14,70
652,17,"K&K 2,3,4,6",1,"K&K 2,3",8,K&K 4,2,K&K 6,1,"A.P F 3,4",1,A.P F 5,16,33,2,1,3,36
653,20,"K&K 2,3,4,6",1,"K&K 2,3",7,K&K 4,0,K&K 6,1,"A.P F 3,4",0,A.P F 5,12,32,4,3,7,39
654,20,"K&K 2,3,4,6",0,"K&K 2,3",2,K&K 4,9,K&K 6,12,"A.P F 3,4",15,A.P F 5,51,71,3,0,3,74
655,11,"K&K 2,3,4,6",9,"K&K 2,3",3,K&K 4,1,K&K 6,2,"A.P F 3,4",1,A.P F 5,20,31,3,20,23,54
656,5,"K&K 2,3,4,6",3,"K&K 2,3",15,K&K 4,1,K&K 6,14,"A.P F 3,4",5,A.P F 5,50,55,2,4,6,61
657,22,"K&K 2,3,4,6",1,"K&K 2,3",0,K&K 4,0,K&K 6,1,"A.P F 3,4",1,A.P F 5,4,26,0,9,9,35
658,28,"K&K 2,3,4,6",12,"K&K 2,3",3,K&K 4,1,K&K 6,5,"A.P F 3,4",5,A.P F 5,34,62,1,3,4,66
659,6,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,10,"A.P F 3,4",0,A.P F 5,14,20,10,7,17,37
660,31,"K&K 2,3,4,6",15,"K&K 2,3",13,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,111,14,9,23,134
661,37,"K&K 2,3,4,6",0,"K&K 2,3",5,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,7,44,5,6,11,55
662,15,"K&K 2,3,4,6",1,"K&K 2,3",3,K&K 4,3,K&K 6,2,"A.P F 3,4",0,A.P F 5,12,27,10,0,10,37
663,32,"K&K 2,3,4,6",1,"K&K 2,3",11,K&K 4,15,K&K 6,12,"A.P F 3,4",0,A.P F 5,52,84,3,2,5,89
664,41,"K&K 2,3,4,6",3,"K&K 2,3",8,K&K 4,0,K&K 6,0,"A.P F 3,4",15,A.P F 5,35,76,5,2,7,83
665,33,"K&K 2,3,4,6",0,"K&K 2,3",13,K&K 4,0,K&K 6,8,"A.P F 3,4",4,A.P F 5,33,66,3,1,4,70
666,46,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,15,"A.P F 3,4",8,A.P F 5,31,77,4,0,4,81
667,20,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,3,"A.P F 3,4",4,A.P F 5,10,30,4,8,12,42
668,34,"K&K 2,3,4,6",1,"K&K 2,3",1,K&K 4,6,K&K 6,9,"A.P F 3,4",15,A.P F 5,42,76,5,4,9,85
669,18,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,5,"A.P F 3,4",0,A.P F 5,7,25,5,1,6,31
670,11,"K&K 2,3,4,6",0,"K&K 2,3",5,K&K 4,0,K&K 6,0,"A.P F 3,4",15,A.P F 5,27,38,9,9,18,56
671,39,"K&K 2,3,4,6",1,"K&K 2,3",5,K&K 4,4,K&K 6,11,"A.P F 3,4",12,A.P F 5,43,82,9,3,12,94
672,8,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,12,"A.P F 3,4",0,A.P F 5,16,24,3,1,4,28
673,25,"K&K 2,3,4,6",1,"K&K 2,3",8,K&K 4,15,K&K 6,1,"A.P F 3,4",4,A.P F 5,38,63,0,4,4,67
674,39,"K&K 2,3,4,6",0,"K&K 2,3",10,K&K 4,0,K&K 6,12,"A.P F 3,4",0,A.P F 5,30,69,4,5,8,77
675,34,"K&K 2,3,4,6",14,"K&K 2,3",10,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,72,106,9,18,27,133
676,33,"K&K 2,3,4,6",0,"K&K 2,3",6,K&K 4,2,K&K 6,0,"A.P F 3,4",14,A.P F 5,30,63,0,11,11,74
677,41,"K&K 2,3,4,6",13,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",8,A.P F 5,68,109,12,18,29,138
678,60,"K&K 2,3,4,6",6,"K&K 2,3",9,K&K 4,15,K&K 6,11,"A.P F 3,4",8,A.P F 5,58,118,12,24,35,153
679,39,"K&K 2,3,4,6",1,"K&K 2,3",0,K&K 4,12,K&K 6,1,"A.P F 3,4",0,A.P F 5,19,58,5,0,5,63
680,12,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,6,"A.P F 3,4",8,A.P F 5,19,31,0,3,3,34
681,18,"K&K 2,3,4,6",0,"K&K 2,3",8,K&K 4,10,K&K 6,4,"A.P F 3,4",10,A.P F 5,43,61,0,3,3,64
682,0,"K&K 2,3,4,6",1,"K&K 2,3",7,K&K 4,0,K&K 6,0,"A.P F 3,4",1,A.P F 5,12,12,5,9,14,26
683,8,"K&K 2,3,4,6",0,"K&K 2,3",9,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,12,20,0,7,7,27
684,49,"K&K 2,3,4,6",5,"K&K 2,3",13,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,78,127,10,5,15,142
685,34,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,2,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,114,11,4,14,128
686,28,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,0,K&K 6,3,"A.P F 3,4",11,A.P F 5,59,87,8,0,8,95
687,26,"K&K 2,3,4,6",1,"K&K 2,3",14,K&K 4,15,K&K 6,14,"A.P F 3,4",3,A.P F 5,62,88,4,2,6,94
688,10,"K&K 2,3,4,6",0,"K&K 2,3",14,K&K 4,12,K&K 6,9,"A.P F 3,4",15,A.P F 5,67,77,11,8,19,96
689,35,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,7,K&K 6,15,"A.P F 3,4",8,A.P F 5,60,95,16,19,35,130
690,34,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,15,K&K 6,12,"A.P F 3,4",15,A.P F 5,76,110,10,15,25,135
691,49,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,15,K&K 6,15,"A.P F 3,4",8,A.P F 5,51,100,10,3,13,113
692,27,"K&K 2,3,4,6",0,"K&K 2,3",1,K&K 4,2,K&K 6,5,"A.P F 3,4",0,A.P F 5,11,38,0,2,2,40
693,11,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,4,K&K 6,13,"A.P F 3,4",3,A.P F 5,27,38,0,21,21,59
694,63,"K&K 2,3,4,6",15,"K&K 2,3",12,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,143,9,0,9,152
695,28,"K&K 2,3,4,6",1,"K&K 2,3",8,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,12,40,2,25,27,67
696,27,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,13,"A.P F 3,4",0,A.P F 5,78,105,5,4,9,114
697,27,"K&K 2,3,4,6",10,"K&K 2,3",0,K&K 4,12,K&K 6,0,"A.P F 3,4",8,A.P F 5,40,67,8,12,20,87
698,41,"K&K 2,3,4,6",6,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,121,29,15,44,165
699,14,"K&K 2,3,4,6",1,"K&K 2,3",1,K&K 4,1,K&K 6,5,"A.P F 3,4",14,A.P F 5,28,42,7,3,10,52
700,21,"K&K 2,3,4,6",0,"K&K 2,3",12,K&K 4,7,K&K 6,7,"A.P F 3,4",15,A.P F 5,55,76,7,2,9,85
701,11,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,11,0,6,6,17
702,30,"K&K 2,3,4,6",11,"K&K 2,3",7,K&K 4,2,K&K 6,9,"A.P F 3,4",0,A.P F 5,39,69,6,1,7,76
703,19,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,19,6,3,9,28
704,13,"K&K 2,3,4,6",0,"K&K 2,3",5,K&K 4,2,K&K 6,0,"A.P F 3,4",0,A.P F 5,10,23,1,1,2,25
705,36,"K&K 2,3,4,6",0,"K&K 2,3",13,K&K 4,8,K&K 6,5,"A.P F 3,4",15,A.P F 5,55,91,7,3,10,101
706,29,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,29,2,3,5,34
707,20,"K&K 2,3,4,6",8,"K&K 2,3",1,K&K 4,15,K&K 6,14,"A.P F 3,4",15,A.P F 5,70,90,10,6,16,106
708,29,"K&K 2,3,4,6",0,"K&K 2,3",9,K&K 4,6,K&K 6,11,"A.P F 3,4",0,A.P F 5,35,64,5,10,15,79
709,41,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,10,K&K 6,4,"A.P F 3,4",15,A.P F 5,60,101,17,25,42,143
710,8,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,15,K&K 6,10,"A.P F 3,4",15,A.P F 5,74,82,6,10,16,98
711,31,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,13,K&K 6,12,"A.P F 3,4",12,A.P F 5,74,105,18,4,22,127
712,35,"K&K 2,3,4,6",12,"K&K 2,3",13,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,78,113,18,12,30,143
713,23,"K&K 2,3,4,6",4,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",10,A.P F 5,59,82,9,46,55,137
714,51,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,10,K&K 6,14,"A.P F 3,4",0,A.P F 5,72,123,15,15,29,152
