No.,Mid(100),Topic-M,T1,Topic-1,T2,Topic-2,T3,Topic-3,T4,Topic-4,T5,Topic-5,Tut (80),PCT (180),Comp(45),Comp(75),Comp(120),CT(300)
895,33,"K&K 2,3,4,6",11,"K&K 2,3",15,K&K 4,11,K&K 6,14,"A.P F 3,4",2,A.P F 5,68,101,12,6,18,119
896,39,"K&K 2,3,4,6",3,"K&K 2,3",14,K&K 4,15,K&K 6,14,"A.P F 3,4",8,A.P F 5,68,107,1,3,4,111
897,38,"K&K 2,3,4,6",10,"K&K 2,3",8,K&K 4,15,K&K 6,0,"A.P F 3,4",15,A.P F 5,64,102,10,26,36,138
898,36,"K&K 2,3,4,6",15,"K&K 2,3",14,K&K 4,15,K&K 6,15,"A.P F 3,4",12,A.P F 5,79,115,15,8,23,138
899,52,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,80,132,21,44,65,197
900,30,"K&K 2,3,4,6",15,"K&K 2,3",11,K&K 4,6,K&K 6,3,"A.P F 3,4",0,A.P F 5,47,77,12,8,20,97
901,47,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,0,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,127,23,17,40,167
902,30,"K&K 2,3,4,6",0,"K&K 2,3",12,K&K 4,10,K&K 6,8,"A.P F 3,4",5,A.P F 5,47,77,6,3,9,86
903,60,"K&K 2,3,4,6",8,"K&K 2,3",15,K&K 4,10,K&K 6,5,"A.P F 3,4",0,A.P F 5,51,111,16,35,51,162
904,56,"K&K 2,3,4,6",14,"K&K 2,3",14,K&K 4,15,K&K 6,0,"A.P F 3,4",15,A.P F 5,78,134,10,55,65,199
905,44,"K&K 2,3,4,6",3,"K&K 2,3",15,K&K 4,0,K&K 6,2,"A.P F 3,4",12,A.P F 5,43,87,10,11,21,108
906,30,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,5,K&K 6,15,"A.P F 3,4",13,A.P F 5,64,94,4,14,18,112
907,39,"K&K 2,3,4,6",3,"K&K 2,3",11,K&K 4,4,K&K 6,9,"A.P F 3,4",11,A.P F 5,47,86,7,12,19,105
908,49,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,15,K&K 6,14,"A.P F 3,4",10,A.P F 5,72,121,19,18,37,158
909,48,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,7,"A.P F 3,4",5,A.P F 5,70,118,19,11,29,147
910,41,"K&K 2,3,4,6",12,"K&K 2,3",8,K&K 4,12,K&K 6,11,"A.P F 3,4",10,A.P F 5,60,101,19,17,36,137
911,51,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,12,K&K 6,7,"A.P F 3,4",9,A.P F 5,58,109,7,16,23,132
912,40,"K&K 2,3,4,6",12,"K&K 2,3",3,K&K 4,15,K&K 6,14,"A.P F 3,4",14,A.P F 5,74,114,12,25,37,151
913,31,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,2,"A.P F 3,4",12,A.P F 5,76,107,13,8,20,127
914,33,"K&K 2,3,4,6",15,"K&K 2,3",5,K&K 4,7,K&K 6,5,"A.P F 3,4",0,A.P F 5,43,76,14,7,21,97
915,50,"K&K 2,3,4,6",15,"K&K 2,3",14,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,79,129,16,28,44,173
916,22,"K&K 2,3,4,6",12,"K&K 2,3",2,K&K 4,0,K&K 6,6,"A.P F 3,4",0,A.P F 5,27,49,7,4,11,60
917,41,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,10,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,121,15,14,29,150
918,27,"K&K 2,3,4,6",7,"K&K 2,3",0,K&K 4,8,K&K 6,10,"A.P F 3,4",8,A.P F 5,44,71,18,35,53,124
919,45,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,8,K&K 6,14,"A.P F 3,4",15,A.P F 5,79,124,13,37,49,173
920,22,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,7,K&K 6,6,"A.P F 3,4",7,A.P F 5,59,81,6,8,14,95
921,34,"K&K 2,3,4,6",6,"K&K 2,3",6,K&K 4,12,K&K 6,11,"A.P F 3,4",5,A.P F 5,47,81,12,38,50,131
922,48,"K&K 2,3,4,6",15,"K&K 2,3",8,K&K 4,15,K&K 6,15,"A.P F 3,4",11,A.P F 5,75,123,24,14,38,161
923,36,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",10,A.P F 5,74,110,7,1,8,118
924,63,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,13,"A.P F 3,4",0,A.P F 5,78,141,22,31,53,194
925,39,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,10,"A.P F 3,4",3,A.P F 5,74,113,18,18,36,149
926,41,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,6,K&K 6,15,"A.P F 3,4",12,A.P F 5,72,113,29,12,41,154
927,42,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,2,"A.P F 3,4",15,A.P F 5,80,122,14,16,30,152
928,48,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,10,"A.P F 3,4",15,A.P F 5,80,128,30,42,72,200
929,33,"K&K 2,3,4,6",1,"K&K 2,3",14,K&K 4,15,K&K 6,9,"A.P F 3,4",12,A.P F 5,67,100,22,29,51,151
930,44,"K&K 2,3,4,6",14,"K&K 2,3",13,K&K 4,2,K&K 6,14,"A.P F 3,4",15,A.P F 5,75,119,7,6,13,132
931,32,"K&K 2,3,4,6",6,"K&K 2,3",11,K&K 4,15,K&K 6,15,"A.P F 3,4",7,A.P F 5,64,96,23,32,55,151
932,78,"K&K 2,3,4,6",4,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,158,30,10,40,198
933,35,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,10,K&K 6,5,"A.P F 3,4",15,A.P F 5,74,109,19,12,31,140
934,58,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,80,138,26,25,51,189
935,63,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,12,K&K 6,12,"A.P F 3,4",13,A.P F 5,50,113,8,16,23,136
936,30,"K&K 2,3,4,6",8,"K&K 2,3",15,K&K 4,7,K&K 6,10,"A.P F 3,4",0,A.P F 5,54,84,9,9,18,102
937,59,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,11,K&K 6,15,"A.P F 3,4",15,A.P F 5,75,134,23,26,48,182
938,42,"K&K 2,3,4,6",4,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",2,A.P F 5,66,108,12,13,25,133
939,42,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,80,122,17,1,18,140
940,15,"K&K 2,3,4,6",4,"K&K 2,3",9,K&K 4,15,K&K 6,15,"A.P F 3,4",5,A.P F 5,59,74,6,10,16,90
941,74,"K&K 2,3,4,6",14,"K&K 2,3",8,K&K 4,15,K&K 6,11,"A.P F 3,4",9,A.P F 5,65,139,20,44,64,203
942,50,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,14,K&K 6,10,"A.P F 3,4",9,A.P F 5,64,114,10,24,34,148
943,47,"K&K 2,3,4,6",13,"K&K 2,3",15,K&K 4,9,K&K 6,13,"A.P F 3,4",15,A.P F 5,75,122,26,42,68,190
944,59,"K&K 2,3,4,6",15,"K&K 2,3",14,K&K 4,3,K&K 6,14,"A.P F 3,4",14,A.P F 5,76,135,20,31,50,185
945,12,"K&K 2,3,4,6",5,"K&K 2,3",8,K&K 4,0,K&K 6,8,"A.P F 3,4",0,A.P F 5,28,40,3,6,9,49
946,36,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,80,116,21,16,37,153
947,28,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,14,"A.P F 3,4",0,A.P F 5,79,107,19,20,39,146
948,40,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,10,K&K 6,5,"A.P F 3,4",15,A.P F 5,60,100,3,5,8,108
949,45,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,15,K&K 6,7,"A.P F 3,4",0,A.P F 5,66,111,10,9,19,130
950,45,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,13,K&K 6,15,"A.P F 3,4",3,A.P F 5,71,116,3,18,21,137
951,36,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,13,K&K 6,3,"A.P F 3,4",15,A.P F 5,62,98,3,14,17,115
952,65,"K&K 2,3,4,6",13,"K&K 2,3",0,K&K 4,2,K&K 6,10,"A.P F 3,4",0,A.P F 5,34,99,9,21,30,129
953,7,"K&K 2,3,4,6",0,"K&K 2,3",2,K&K 4,0,K&K 6,12,"A.P F 3,4",0,A.P F 5,19,26,2,4,6,32
954,49,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,5,K&K 6,15,"A.P F 3,4",15,A.P F 5,67,116,3,10,13,129
955,46,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,15,K&K 6,4,"A.P F 3,4",15,A.P F 5,74,120,27,16,43,163
956,55,"K&K 2,3,4,6",6,"K&K 2,3",15,K&K 4,15,K&K 6,13,"A.P F 3,4",15,A.P F 5,78,133,4,4,8,141
957,71,"K&K 2,3,4,6",5,"K&K 2,3",14,K&K 4,10,K&K 6,15,"A.P F 3,4",15,A.P F 5,72,143,24,40,64,207
958,14,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,2,K&K 6,15,"A.P F 3,4",2,A.P F 5,63,77,9,2,11,88
959,13,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,15,K&K 6,13,"A.P F 3,4",3,A.P F 5,42,55,8,7,15,70
960,26,"K&K 2,3,4,6",0,"K&K 2,3",8,K&K 4,0,K&K 6,0,"A.P F 3,4",11,A.P F 5,26,52,1,5,6,58
961,10,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,3,K&K 6,15,"A.P F 3,4",15,A.P F 5,76,86,1,5,6,92
962,4,"K&K 2,3,4,6",15,"K&K 2,3",6,K&K 4,13,K&K 6,15,"A.P F 3,4",11,A.P F 5,72,76,9,9,18,94
963,17,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,8,"A.P F 3,4",15,A.P F 5,31,48,1,3,4,52
964,41,"K&K 2,3,4,6",10,"K&K 2,3",0,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,74,115,21,42,63,178
965,38,"K&K 2,3,4,6",15,"K&K 2,3",2,K&K 4,14,K&K 6,12,"A.P F 3,4",11,A.P F 5,70,108,9,23,32,140
966,58,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,138,25,26,51,189
967,45,"K&K 2,3,4,6",7,"K&K 2,3",15,K&K 4,2,K&K 6,15,"A.P F 3,4",12,A.P F 5,66,111,15,14,29,140
968,44,"K&K 2,3,4,6",5,"K&K 2,3",0,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,67,111,13,12,25,136
969,36,"K&K 2,3,4,6",15,"K&K 2,3",12,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,116,30,22,52,168
970,66,"K&K 2,3,4,6",15,"K&K 2,3",12,K&K 4,12,K&K 6,14,"A.P F 3,4",15,A.P F 5,75,141,19,30,49,190
971,33,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,0,K&K 6,15,"A.P F 3,4",15,A.P F 5,74,107,14,25,39,146
972,63,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,9,"A.P F 3,4",10,A.P F 5,74,137,15,5,20,157
973,54,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,134,25,30,55,189
974,54,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,10,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,134,10,43,53,187
975,89,"K&K 2,3,4,6",15,"K&K 2,3",7,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,169,25,16,41,210
976,20,"K&K 2,3,4,6",13,"K&K 2,3",15,K&K 4,15,K&K 6,5,"A.P F 3,4",8,A.P F 5,68,88,16,10,26,114
977,26,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,12,K&K 6,10,"A.P F 3,4",3,A.P F 5,70,96,7,23,30,126
978,38,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,80,118,11,1,12,130
979,49,"K&K 2,3,4,6",5,"K&K 2,3",11,K&K 4,15,K&K 6,15,"A.P F 3,4",9,A.P F 5,67,116,25,39,64,180
980,26,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,106,5,1,6,112
981,46,"K&K 2,3,4,6",7,"K&K 2,3",15,K&K 4,15,K&K 6,8,"A.P F 3,4",0,A.P F 5,60,106,8,30,38,144
982,28,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,80,108,22,7,29,137
983,13,"K&K 2,3,4,6",6,"K&K 2,3",13,K&K 4,15,K&K 6,4,"A.P F 3,4",3,A.P F 5,51,64,4,7,11,75
984,41,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,15,K&K 6,13,"A.P F 3,4",15,A.P F 5,78,119,19,14,33,152
985,36,"K&K 2,3,4,6",0,"K&K 2,3",6,K&K 4,4,K&K 6,5,"A.P F 3,4",0,A.P F 5,20,56,3,26,29,85
986,37,"K&K 2,3,4,6",2,"K&K 2,3",1,K&K 4,15,K&K 6,11,"A.P F 3,4",12,A.P F 5,54,91,7,19,26,117
987,37,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,5,K&K 6,15,"A.P F 3,4",15,A.P F 5,67,104,31,25,56,160
988,22,"K&K 2,3,4,6",0,"K&K 2,3",3,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,4,26,9,0,9,35
989,30,"K&K 2,3,4,6",13,"K&K 2,3",13,K&K 4,4,K&K 6,14,"A.P F 3,4",6,A.P F 5,62,92,15,18,33,125
990,36,"K&K 2,3,4,6",7,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,116,23,7,30,146
991,37,"K&K 2,3,4,6",15,"K&K 2,3",12,K&K 4,6,K&K 6,7,"A.P F 3,4",8,A.P F 5,56,93,0,0,0,93
992,45,"K&K 2,3,4,6",7,"K&K 2,3",7,K&K 4,12,K&K 6,15,"A.P F 3,4",10,A.P F 5,59,104,8,11,19,123
993,38,"K&K 2,3,4,6",10,"K&K 2,3",6,K&K 4,4,K&K 6,8,"A.P F 3,4",11,A.P F 5,47,85,16,5,21,106
994,44,"K&K 2,3,4,6",12,"K&K 2,3",13,K&K 4,5,K&K 6,9,"A.P F 3,4",15,A.P F 5,66,110,10,1,11,121
995,33,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,2,K&K 6,15,"A.P F 3,4",15,A.P F 5,63,96,17,11,28,124
996,43,"K&K 2,3,4,6",14,"K&K 2,3",15,K&K 4,15,K&K 6,10,"A.P F 3,4",7,A.P F 5,72,115,19,28,46,161
997,32,"K&K 2,3,4,6",15,"K&K 2,3",9,K&K 4,7,K&K 6,15,"A.P F 3,4",13,A.P F 5,70,102,18,19,37,139
998,64,"K&K 2,3,4,6",14,"K&K 2,3",15,K&K 4,15,K&K 6,13,"A.P F 3,4",6,A.P F 5,76,140,18,31,49,189
999,38,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,2,K&K 6,15,"A.P F 3,4",8,A.P F 5,54,92,8,11,19,111
1000,34,"K&K 2,3,4,6",14,"K&K 2,3",15,K&K 4,13,K&K 6,8,"A.P F 3,4",15,A.P F 5,76,110,14,18,31,141
1001,27,"K&K 2,3,4,6",0,"K&K 2,3",7,K&K 4,3,K&K 6,0,"A.P F 3,4",0,A.P F 5,14,41,3,0,3,44
1002,38,"K&K 2,3,4,6",4,"K&K 2,3",15,K&K 4,10,K&K 6,15,"A.P F 3,4",10,A.P F 5,67,105,12,7,19,124
1003,22,"K&K 2,3,4,6",2,"K&K 2,3",10,K&K 4,15,K&K 6,15,"A.P F 3,4",14,A.P F 5,72,94,16,11,27,121
1004,62,"K&K 2,3,4,6",1,"K&K 2,3",5,K&K 4,14,K&K 6,14,"A.P F 3,4",15,A.P F 5,64,126,10,8,17,143
1005,32,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,10,K&K 6,6,"A.P F 3,4",10,A.P F 5,60,92,24,11,34,126
1006,22,"K&K 2,3,4,6",5,"K&K 2,3",12,K&K 4,5,K&K 6,0,"A.P F 3,4",4,A.P F 5,35,57,9,4,13,70
1007,31,"K&K 2,3,4,6",5,"K&K 2,3",13,K&K 4,15,K&K 6,14,"A.P F 3,4",14,A.P F 5,75,106,6,25,31,137
1008,45,"K&K 2,3,4,6",13,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,125,11,4,15,140
1009,27,"K&K 2,3,4,6",0,"K&K 2,3",2,K&K 4,2,K&K 6,15,"A.P F 3,4",10,A.P F 5,39,66,9,6,15,81
1010,3,"K&K 2,3,4,6",1,"K&K 2,3",0,K&K 4,0,K&K 6,13,"A.P F 3,4",6,A.P F 5,26,29,4,2,6,35
1011,27,"K&K 2,3,4,6",7,"K&K 2,3",15,K&K 4,8,K&K 6,15,"A.P F 3,4",13,A.P F 5,68,95,10,8,18,113
1012,40,"K&K 2,3,4,6",0,"K&K 2,3",9,K&K 4,15,K&K 6,15,"A.P F 3,4",8,A.P F 5,63,103,3,6,9,112
1013,23,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",8,A.P F 5,54,77,3,7,10,87
1014,20,"K&K 2,3,4,6",6,"K&K 2,3",6,K&K 4,0,K&K 6,4,"A.P F 3,4",0,A.P F 5,22,42,2,13,15,57
1015,25,"K&K 2,3,4,6",10,"K&K 2,3",9,K&K 4,0,K&K 6,6,"A.P F 3,4",15,A.P F 5,54,79,12,19,31,110
1016,36,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,14,K&K 6,15,"A.P F 3,4",12,A.P F 5,75,111,17,34,51,162
1017,20,"K&K 2,3,4,6",8,"K&K 2,3",7,K&K 4,5,K&K 6,7,"A.P F 3,4",0,A.P F 5,36,56,1,12,13,69
1018,42,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,0,K&K 6,12,"A.P F 3,4",15,A.P F 5,76,118,21,16,37,155
1019,49,"K&K 2,3,4,6",14,"K&K 2,3",11,K&K 4,7,K&K 6,8,"A.P F 3,4",11,A.P F 5,59,108,16,13,29,137
1020,29,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,3,"A.P F 3,4",6,A.P F 5,68,97,18,17,35,132
1021,27,"K&K 2,3,4,6",8,"K&K 2,3",12,K&K 4,13,K&K 6,0,"A.P F 3,4",15,A.P F 5,64,91,12,3,15,106
1022,33,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,113,22,17,39,152
1023,26,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,15,K&K 6,5,"A.P F 3,4",8,A.P F 5,58,84,9,10,19,103
1024,44,"K&K 2,3,4,6",0,"K&K 2,3",5,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,67,111,18,10,28,139
1025,32,"K&K 2,3,4,6",14,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,112,20,16,36,148
1026,51,"K&K 2,3,4,6",15,"K&K 2,3",8,K&K 4,12,K&K 6,15,"A.P F 3,4",4,A.P F 5,67,118,18,9,27,145
1027,30,"K&K 2,3,4,6",12,"K&K 2,3",10,K&K 4,5,K&K 6,15,"A.P F 3,4",6,A.P F 5,58,88,18,16,34,122
1028,32,"K&K 2,3,4,6",0,"K&K 2,3",11,K&K 4,7,K&K 6,12,"A.P F 3,4",15,A.P F 5,60,92,9,6,15,107
1029,23,"K&K 2,3,4,6",15,"K&K 2,3",14,K&K 4,15,K&K 6,11,"A.P F 3,4",6,A.P F 5,74,97,7,4,11,108
1030,17,"K&K 2,3,4,6",1,"K&K 2,3",2,K&K 4,5,K&K 6,4,"A.P F 3,4",15,A.P F 5,35,52,3,7,10,62
1031,34,"K&K 2,3,4,6",1,"K&K 2,3",6,K&K 4,0,K&K 6,4,"A.P F 3,4",12,A.P F 5,31,65,11,6,17,82
1032,5,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",15,A.P F 5,20,25,14,1,15,40
1033,59,"K&K 2,3,4,6",15,"K&K 2,3",14,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,79,138,9,13,22,160
1034,37,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",9,A.P F 5,80,117,18,41,59,176
1035,31,"K&K 2,3,4,6",1,"K&K 2,3",11,K&K 4,12,K&K 6,15,"A.P F 3,4",15,A.P F 5,71,102,20,38,58,160
1036,32,"K&K 2,3,4,6",15,"K&K 2,3",12,K&K 4,15,K&K 6,14,"A.P F 3,4",0,A.P F 5,75,107,15,11,26,133
1037,38,"K&K 2,3,4,6",1,"K&K 2,3",11,K&K 4,7,K&K 6,15,"A.P F 3,4",15,A.P F 5,64,102,20,18,38,140
1038,33,"K&K 2,3,4,6",5,"K&K 2,3",12,K&K 4,15,K&K 6,10,"A.P F 3,4",12,A.P F 5,66,99,12,6,18,117
1039,21,"K&K 2,3,4,6",0,"K&K 2,3",12,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,76,97,15,5,20,117
1040,53,"K&K 2,3,4,6",2,"K&K 2,3",10,K&K 4,2,K&K 6,13,"A.P F 3,4",10,A.P F 5,47,100,2,3,5,105
1041,24,"K&K 2,3,4,6",15,"K&K 2,3",8,K&K 4,4,K&K 6,0,"A.P F 3,4",0,A.P F 5,36,60,17,1,18,78
1042,32,"K&K 2,3,4,6",15,"K&K 2,3",7,K&K 4,15,K&K 6,13,"A.P F 3,4",13,A.P F 5,75,107,17,10,27,134
1043,32,"K&K 2,3,4,6",0,"K&K 2,3",5,K&K 4,4,K&K 6,9,"A.P F 3,4",7,A.P F 5,34,66,10,13,23,89
1044,0,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",3,A.P F 5,4,4,4,0,4,8
1045,12,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,5,"A.P F 3,4",0,A.P F 5,47,59,1,6,7,66
1046,3,"K&K 2,3,4,6",12,"K&K 2,3",11,K&K 4,1,K&K 6,8,"A.P F 3,4",5,A.P F 5,48,51,5,2,7,58
1047,14,"K&K 2,3,4,6",2,"K&K 2,3",5,K&K 4,1,K&K 6,4,"A.P F 3,4",4,A.P F 5,20,34,2,3,5,39
1048,3,"K&K 2,3,4,6",2,"K&K 2,3",8,K&K 4,10,K&K 6,8,"A.P F 3,4",7,A.P F 5,44,47,2,8,10,57
1049,22,"K&K 2,3,4,6",0,"K&K 2,3",2,K&K 4,0,K&K 6,10,"A.P F 3,4",0,A.P F 5,16,38,0,4,4,42
1050,0,"K&K 2,3,4,6",15,"K&K 2,3",1,K&K 4,0,K&K 6,2,"A.P F 3,4",11,A.P F 5,39,39,2,3,5,44
1051,4,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,1,K&K 6,2,"A.P F 3,4",3,A.P F 5,8,12,1,3,4,16
1052,28,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,28,0,0,0,28
1053,64,"K&K 2,3,4,6",1,"K&K 2,3",12,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,76,140,31,54,85,225
1054,47,"K&K 2,3,4,6",14,"K&K 2,3",15,K&K 4,14,K&K 6,15,"A.P F 3,4",13,A.P F 5,78,125,12,13,25,150
1055,38,"K&K 2,3,4,6",1,"K&K 2,3",12,K&K 4,15,K&K 6,14,"A.P F 3,4",12,A.P F 5,71,109,15,32,47,156
1056,44,"K&K 2,3,4,6",15,"K&K 2,3",10,K&K 4,15,K&K 6,11,"A.P F 3,4",12,A.P F 5,71,115,17,5,22,137
1057,41,"K&K 2,3,4,6",3,"K&K 2,3",15,K&K 4,15,K&K 6,9,"A.P F 3,4",10,A.P F 5,66,107,11,14,25,132
1058,56,"K&K 2,3,4,6",15,"K&K 2,3",8,K&K 4,15,K&K 6,15,"A.P F 3,4",10,A.P F 5,74,130,18,33,50,180
1059,27,"K&K 2,3,4,6",5,"K&K 2,3",5,K&K 4,4,K&K 6,10,"A.P F 3,4",0,A.P F 5,32,59,1,7,8,67
1060,30,"K&K 2,3,4,6",0,"K&K 2,3",8,K&K 4,15,K&K 6,5,"A.P F 3,4",8,A.P F 5,48,78,5,5,10,88
1061,30,"K&K 2,3,4,6",1,"K&K 2,3",5,K&K 4,0,K&K 6,15,"A.P F 3,4",14,A.P F 5,47,77,2,0,2,79
1062,46,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,12,K&K 6,10,"A.P F 3,4",2,A.P F 5,52,98,8,13,21,119
1063,68,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,74,142,8,15,23,165
1064,39,"K&K 2,3,4,6",8,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",15,A.P F 5,71,110,18,15,33,143
1065,36,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",15,A.P F 5,60,96,3,18,21,117
1066,42,"K&K 2,3,4,6",6,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",5,A.P F 5,55,97,16,19,35,132
1067,45,"K&K 2,3,4,6",1,"K&K 2,3",13,K&K 4,3,K&K 6,12,"A.P F 3,4",15,A.P F 5,58,103,15,12,27,130
1068,50,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,0,K&K 6,10,"A.P F 3,4",14,A.P F 5,72,122,17,23,39,161
1069,48,"K&K 2,3,4,6",15,"K&K 2,3",4,K&K 4,0,K&K 6,15,"A.P F 3,4",15,A.P F 5,66,114,10,10,20,134
1070,59,"K&K 2,3,4,6",0,"K&K 2,3",2,K&K 4,3,K&K 6,10,"A.P F 3,4",15,A.P F 5,40,99,18,31,49,148
1071,47,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,6,K&K 6,8,"A.P F 3,4",15,A.P F 5,59,106,17,39,56,162
1072,38,"K&K 2,3,4,6",14,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",0,A.P F 5,59,97,4,12,16,113
1073,40,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,120,26,4,30,150
